4,062876;0,360674;2,469496;0,673431;2,328221;1,481650;3,203054;1,853567;0,750841;1,513944;1,170532;1,967547;2,786022;2,287862;1,967547;0,000000;2,666785;2,091561;1,052355;1,847323;2,430196;1,847323;0,718546;3,248169;3,368394;1,853567;
0,360674;1,129468;0,739597;0,000000;0,360674;1,129468;0,360674;0,750545;0,768794;0,739597;0,768794;0,000000;1,129468;1,129468;0,000000;0,768794;1,129468;0,000000;0,000000;0,360674;0,360674;0,360674;0,768794;1,129468;0,768794;1,129468;
2,469496;0,739597;7,748730;3,499463;5,238966;3,496736;4,871408;3,075568;3,881068;3,454491;3,099715;2,359804;3,885916;3,059041;2,352824;1,077856;1,798305;3,620973;2,719193;3,137510;5,005248;3,822028;5,177258;4,815304;6,305841;2,681633;
0,673431;0,000000;3,499463;3,839087;2,623439;1,819908;3,051836;1,800761;2,248388;1,461137;1,869465;1,839605;2,570749;1,822343;1,832625;0,698932;1,019408;1,845958;1,860430;1,822343;2,704777;2,987760;3,505278;1,867458;3,159302;1,398331;
2,328221;0,360674;5,238966;2,623439;5,578589;2,676084;3,948779;2,578467;2,231126;2,238843;1,449773;2,265132;2,584364;3,019741;1,398331;0,698932;1,759005;2,271485;2,679893;3,098210;3,616460;3,380298;3,488016;3,962787;4,135701;2,263409;
1,481650;1,129468;3,496736;1,819908;2,676084;4,628660;2,710954;2,658036;2,287189;2,307465;2,689619;1,071503;3,351806;2,224477;1,443446;1,467727;2,596421;1,077856;1,867458;2,291998;1,906095;2,559505;3,384659;3,399356;3,922010;3,077319;
3,203054;0,360674;4,871408;3,051836;3,948779;2,710954;7,186135;4,104673;2,280599;3,765050;1,918938;1,486649;4,330384;3,486247;2,313524;0,345976;2,633838;1,956638;1,909904;2,745254;4,429678;3,429772;3,120457;4,687004;5,021899;3,461795;
1,853567;0,750545;3,075568;1,800761;2,578467;2,658036;4,104673;6,256111;3,521798;5,526617;2,725842;1,052355;2,574812;3,024791;1,019408;0,735847;2,589415;1,910035;1,492893;1,034105;2,216806;2,161434;4,020819;4,263658;3,181636;2,991844;
0,750841;0,768794;3,881068;2,248388;2,231126;2,287189;2,280599;3,521798;4,687971;3,510849;3,489586;1,499982;2,203965;2,653944;1,114079;1,467727;1,865611;2,697285;1,506226;0,686764;1,950803;1,814093;3,937131;3,171463;3,605757;2,268041;
1,513944;0,739597;3,454491;1,461137;2,238843;2,307465;3,765050;5,526617;3,510849;5,905540;2,714894;0,712731;2,224241;2,674220;0,679784;0,724899;2,238843;1,910035;1,153270;0,694482;1,877182;1,821811;3,670248;3,913086;2,831065;2,641273;
1,170532;0,768794;3,099715;1,869465;1,449773;2,689619;1,918938;2,725842;3,489586;2,714894;4,326310;1,555353;3,040689;1,857988;1,548373;1,467727;2,285303;1,901330;1,103797;0,686764;1,982668;1,435170;3,155778;2,809802;3,646526;1,851008;
1,967547;0,000000;2,359804;1,839605;2,265132;1,071503;1,486649;1,052355;1,499982;0,712731;1,555353;3,133721;1,460682;1,405311;1,920944;0,352956;1,486649;2,359804;1,405311;1,405311;2,022919;1,784234;1,884720;2,365619;2,799913;0,673431;
2,786022;1,129468;3,885916;2,570749;2,584364;3,351806;4,330384;2,574812;2,203965;2,224241;3,040689;1,460682;5,452135;3,409612;2,313524;1,467727;2,985600;1,513639;1,405311;2,617311;3,091230;2,948685;3,005735;3,889022;4,411676;2,930229;
2,287862;1,129468;3,059041;1,822343;3,019741;2,224477;3,486247;3,024791;2,653944;2,674220;1,857988;1,405311;3,409612;4,607998;0,673431;1,121751;2,622362;1,482720;1,428817;2,238388;1,853567;2,200279;2,659759;4,274189;3,511086;3,024791;
1,967547;0,000000;2,352824;1,832625;1,398331;1,443446;2,313524;1,019408;1,114079;0,679784;1,548373;1,920944;2,313524;0,673431;3,126742;0,345976;1,832625;1,973900;1,431278;1,431278;2,747818;1,777254;1,877740;1,531764;2,446957;1,398331;
0,000000;0,768794;1,077856;0,698932;0,698932;1,467727;0,345976;0,735847;1,467727;0,724899;1,467727;0,352956;1,467727;1,121751;0,345976;1,467727;1,114771;0,698932;0,352956;0,352956;0,345976;0,698932;1,467727;1,121751;1,121751;1,114771;
2,666785;1,129468;1,798305;1,019408;1,759005;2,596421;2,633838;2,589415;1,865611;2,238843;2,285303;1,486649;2,985600;2,622362;1,832625;1,114771;3,781556;1,475740;1,052355;1,413028;1,814376;1,759005;1,833317;3,101771;2,741097;2,968338;
2,091561;0,000000;3,620973;1,845958;2,271485;1,077856;1,956638;1,910035;2,697285;1,910035;1,901330;2,359804;1,513639;1,482720;1,973900;0,698932;1,475740;4,038005;1,065688;1,065688;2,510170;1,790587;2,325368;2,443028;3,358221;1,096817;
1,052355;0,000000;2,719193;1,860430;2,679893;1,867458;1,909904;1,492893;1,506226;1,153270;1,103797;1,405311;1,405311;1,428817;1,431278;0,352956;1,052355;1,065688;3,058816;1,784234;1,909904;2,239354;2,725008;2,269888;2,322578;1,454784;
1,847323;0,360674;3,137510;1,822343;3,098210;2,291998;2,745254;1,034105;0,686764;0,694482;0,686764;1,405311;2,617311;2,238388;1,431278;0,352956;1,413028;1,065688;1,784234;3,477133;2,310959;2,579202;1,867458;2,662426;2,782651;1,893927;
2,430196;0,360674;5,005248;2,704777;3,616460;1,906095;4,429678;2,216806;1,950803;1,877182;1,982668;2,022919;3,091230;1,853567;2,747818;0,345976;1,814376;2,510170;1,909904;2,310959;5,779165;2,214124;3,207694;3,248170;4,336277;2,642333;
1,847323;0,360674;3,822028;2,987760;3,380298;2,559505;3,429772;2,161434;1,814093;1,821811;1,435170;1,784234;2,948685;2,200279;1,777254;0,698932;1,759005;1,790587;2,239354;2,579202;2,214124;4,161651;3,032875;2,624317;3,121193;1,759005;
0,718546;0,768794;5,177258;3,505278;3,488016;3,384659;3,120457;4,020819;3,937131;3,670248;3,155778;1,884720;3,005735;2,659759;1,877740;1,467727;1,833317;2,325368;2,725008;1,867458;3,207694;3,032875;6,816992;4,268932;5,158346;2,235747;
3,248169;1,129468;4,815304;1,867458;3,962787;3,399356;4,687004;4,263658;3,171463;3,913086;2,809802;2,365619;3,889022;4,274189;1,531764;1,121751;3,101771;2,443028;2,269888;2,662426;3,248170;2,624317;4,268932;7,519903;6,035452;3,069906;
3,368394;0,768794;6,305841;3,159302;4,135701;3,922010;5,021899;3,181636;3,605757;2,831065;3,646526;2,799913;4,411676;3,511086;2,446957;1,121751;2,741097;3,358221;2,322578;2,782651;4,336277;3,121193;5,158346;6,035452;8,289093;2,787701;
1,853567;1,129468;2,681633;1,398331;2,263409;3,077319;3,461795;2,991844;2,268041;2,641273;1,851008;0,673431;2,930229;3,024791;1,398331;1,114771;2,968338;1,096817;1,454784;1,893927;2,642333;1,759005;2,235747;3,069906;2,787701;4,230589;
