114913,13496102
114913,334779665
488329,92216487
10015045,36175307
10015045,41580584
10015045,67446082
10015045,78602687
10015045,80659889
10015045,119301334
10015045,157062074
10015045,177123098
10015045,216953513
10015045,373044930
13496102,114913
13496102,92216487
13496102,272342301
13496102,334779665
13496102,439306088
28315548,64004147
28315548,76411897
28315548,216953513
36175307,10015045
36175307,41580584
36175307,50952050
36175307,58555820
36175307,59477024
36175307,64004147
36175307,80659889
36175307,82892660
36175307,102945985
36175307,119301334
36175307,137252115
36175307,164285180
36175307,169387028
36175307,177123098
36175307,194682140
36175307,216953513
36175307,225812577
36175307,373044930
36175307,374868070
41580584,10015045
41580584,36175307
41580584,50952050
41580584,59477024
41580584,82892660
41580584,102945985
41580584,169387028
41580584,194682140
41580584,225812577
41580584,373044930
50952050,36175307
50952050,41580584
50952050,58555820
50952050,59477024
50952050,82892660
50952050,119301334
50952050,164285180
50952050,169387028
50952050,177123098
50952050,194682140
50952050,216953513
50952050,225812577
50952050,373044930
50952050,374868070
58555820,36175307
58555820,50952050
58555820,59477024
58555820,64004147
58555820,67446082
58555820,76411897
58555820,102945985
58555820,164285180
58555820,177123098
58555820,216953513
58555820,225812577
58555820,374868070
59477024,36175307
59477024,41580584
59477024,50952050
59477024,58555820
59477024,67446082
59477024,78602687
59477024,80659889
59477024,82892660
59477024,102945985
59477024,134070307
59477024,157062074
59477024,164285180
59477024,169387028
59477024,194682140
59477024,216953513
59477024,225812577
59477024,373044930
64004147,28315548
64004147,36175307
64004147,58555820
64004147,67446082
64004147,76411897
64004147,78602687
64004147,82892660
64004147,102945985
64004147,134070307
64004147,137252115
64004147,216953513
64004147,225812577
64004147,373044930
64004147,374868070
67446082,10015045
67446082,58555820
67446082,59477024
67446082,64004147
67446082,76411897
67446082,78602687
67446082,82892660
67446082,102945985
67446082,137252115
67446082,225812577
67446082,373044930
67446082,374868070
76411897,28315548
76411897,58555820
76411897,64004147
76411897,67446082
76411897,78602687
76411897,82892660
76411897,102945985
76411897,134070307
76411897,137252115
76411897,216953513
76411897,225812577
76411897,373044930
76411897,374868070
78602687,10015045
78602687,59477024
78602687,64004147
78602687,67446082
78602687,76411897
78602687,102945985
78602687,137252115
78602687,157062074
78602687,225812577
78602687,373044930
78602687,374868070
80659889,10015045
80659889,36175307
80659889,59477024
80659889,82892660
80659889,119301334
80659889,157062074
80659889,177123098
80659889,373044930
82892660,36175307
82892660,41580584
82892660,50952050
82892660,59477024
82892660,64004147
82892660,67446082
82892660,76411897
82892660,80659889
82892660,102945985
82892660,157062074
82892660,194682140
82892660,216953513
82892660,225812577
82892660,373044930
92216487,488329
92216487,13496102
92216487,272342301
102945985,36175307
102945985,41580584
102945985,58555820
102945985,59477024
102945985,64004147
102945985,67446082
102945985,76411897
102945985,78602687
102945985,82892660
102945985,194682140
102945985,216953513
102945985,373044930
119301334,10015045
119301334,36175307
119301334,50952050
119301334,80659889
119301334,157062074
119301334,177123098
119301334,225812577
119301334,373044930
134070307,59477024
134070307,64004147
134070307,76411897
134070307,225812577
137252115,36175307
137252115,64004147
137252115,67446082
137252115,76411897
137252115,78602687
137252115,157062074
137252115,177123098
137252115,216953513
137252115,225812577
137252115,373044930
157062074,10015045
157062074,59477024
157062074,78602687
157062074,80659889
157062074,82892660
157062074,119301334
157062074,137252115
157062074,177123098
157062074,225812577
157062074,373044930
164285180,36175307
164285180,50952050
164285180,58555820
164285180,59477024
164285180,169387028
164285180,177123098
164285180,373044930
164285180,374868070
169387028,36175307
169387028,41580584
169387028,50952050
169387028,59477024
169387028,164285180
169387028,177123098
169387028,194682140
169387028,216953513
169387028,373044930
177123098,10015045
177123098,36175307
177123098,50952050
177123098,58555820
177123098,80659889
177123098,119301334
177123098,137252115
177123098,157062074
177123098,164285180
177123098,169387028
177123098,194682140
177123098,216953513
177123098,225812577
177123098,373044930
194682140,36175307
194682140,41580584
194682140,50952050
194682140,59477024
194682140,82892660
194682140,102945985
194682140,169387028
194682140,177123098
194682140,216953513
194682140,225812577
194682140,373044930
216953513,10015045
216953513,28315548
216953513,36175307
216953513,50952050
216953513,58555820
216953513,59477024
216953513,64004147
216953513,76411897
216953513,82892660
216953513,102945985
216953513,137252115
216953513,169387028
216953513,177123098
216953513,194682140
216953513,225812577
216953513,374868070
225812577,36175307
225812577,41580584
225812577,50952050
225812577,58555820
225812577,59477024
225812577,64004147
225812577,67446082
225812577,76411897
225812577,78602687
225812577,82892660
225812577,119301334
225812577,134070307
225812577,137252115
225812577,157062074
225812577,177123098
225812577,194682140
225812577,216953513
225812577,374868070
272342301,13496102
272342301,92216487
272342301,334779665
272342301,439306088
334779665,114913
334779665,13496102
334779665,272342301
334779665,439306088
373044930,10015045
373044930,36175307
373044930,41580584
373044930,50952050
373044930,59477024
373044930,64004147
373044930,67446082
373044930,76411897
373044930,78602687
373044930,80659889
373044930,82892660
373044930,102945985
373044930,119301334
373044930,137252115
373044930,157062074
373044930,164285180
373044930,169387028
373044930,177123098
373044930,194682140
373044930,374868070
374868070,36175307
374868070,50952050
374868070,58555820
374868070,64004147
374868070,67446082
374868070,76411897
374868070,78602687
374868070,164285180
374868070,216953513
374868070,225812577
374868070,373044930
439306088,13496102
439306088,272342301
439306088,334779665
